"headline","text","keywords","ratingName"
"Rebecca Forest says few Latino legislators served in states that passed immigration enforcement measures","Says states that passed anti-illegal-immigrant legislation also had few Hispanic legislators.","Immigration","TRUE"
"‘Livin’ on the Edge’ Truck Accident","Photographs show a truck that crashed through a highway barrier and skirted a culvert on the edge of a cliff.","automobile accidents","TRUE"
"Missing Child: Reachelle Marie Smith","Reachelle Marie Smith is missing from her Minot, North Dakota, home.","ASP Article","TRUE"
"Rick Perry says photo ID required to purchase Sudafed in Texas","Says you need a photo ID to purchase Sudafed in Texas.","Elections,Legal Issues","TRUE"
"Did Cornilles go after Bonamici on Medicare from day one?","'My opponent on day one of this campaign attacked me on Medicare and Medicare Advantage and that claim was found to be False.'","Medicare,Message Machine 2012,Negative Campaigning","TRUE"
"Was the Horse’s Head in ‘The Godfather’ Real?","The horse's head that appeared in an iconic scene in the film The Godfather was real.","Films, Movies","TRUE"
"McAuliffe says McDonnell job-creation effort hasn't kept pace with population growth","'If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor.'","Jobs","TRUE"
"Undersea Restaurant","Photographs show an undersea restaurant.","Architecture, ASP Article","TRUE"
"Does This Photograph Show a Group of Deported U.S. Veterans?","A photograph shows a group of deported U.S. veterans in the Mexican border city of Ciudad Juárez.","immigration","TRUE"
"Georgia politicos pork out on wild pig to begin each legislative session","Georgia lawmakers fuel up for the session by feasting on 'wild' hogs.","Agriculture","TRUE"
"Did Israel trade 1,000 prisoners for one?","The Israelis 'gave up 1,000 terrorists in return for one sergeant.'","Foreign Policy,Military,Terrorism","TRUE"
"Saddam Hussein Magazine Ownership","Saddam Hussein owned part of a number of popular magazines.","ASP Article","TRUE"
"Sen. Ron Wyden says Americans spend more than 6 billion hours and $160 billion to comply with federal tax laws","Americans spend 6.1 billion hours a year complying with tax law. It costs us $163 billion to comply with our tax laws annually.","Taxes","TRUE"
"Jim Florio claims the number of guns in the U.S. is almost as big as the population","'We have over 300,000,000 weapons, firearms in this country. That’s almost as big as the population.'","Guns","TRUE"
"Loretta Lynch says gays and lesbians are most frequently targeted for hate crimes","'The LGBT community is more often the victims of hate crimes than any other recognized group.'","Crime,Gays and Lesbians","TRUE"
"Michael Quinn Sullivan says that the debt weighs more than 136 aircraft carriers","'If you printed a $1 bill for the entirety of the $14.1 trillion national debt, the resulting pile of money would weigh more than 136 aircraft carriers.'","Deficit","TRUE"
"He's in the race!","'I am a candidate. I have not withdrawn.'","Elections","TRUE"
"Sen. George Barker says uncompensated care has fallen 30 percent in states that expanded Medicaid","Uncompensated care has 'gone down by 30 percent just in the first few months' of Medicaid expansion in the states that adopted it.","Medicaid,State Budget","TRUE"
"No mandate, no universal care","John McCain and George Bush have 'absolutely no plan for universal health care.'","Health Care","TRUE"
"Fact-checking Bernie Sanders’ claim that Jim Kenney’s soda tax is regressive","'A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia.'","Taxes","TRUE"
"Many high-ranking Port Authority officials earn larger salaries than governors of New Jersey, New York, assemblyman says","'Many of the top officials at the Port Authority earn more money than the governors of the states that have jurisdiction over them.'","Transportation","TRUE"
"Did United Airlines Deny a Passenger’s Request to Fly with an Emotional Support Peacock?","A woman seeking to bring her peacock along on a flight as an emotional support animal was denied permission to do so by United Airlines.","emotional support animals","TRUE"
"FBI Announces Inquiry Into Trump Campaign Ties to Russia?","The FBI announced an inquiry into Russian ties between the Trump campaign and the Russian government.","donald trump, election 2016, fbi, hillary clinton, paul manafort, politics","TRUE"
"Elizabeth May: “The oil sands are about two per cent of GDP.” - FactsCanada","Elizabeth May: “The oil sands are about two per cent of GDP.” - FactsCanada","Elizabeth May, Environment, GPC","TRUE"
"Is Donald Trump right that in some states, you can cast an early ballot, take it back, vote again?","'Wisconsin is one of several states where you can change your early ballot if you think you've made a mistake.'","City Government,Elections,States","TRUE"
"Death by Saguaro","A damaged saguaro cactus fell onto the man who had harmed it and killed him.","freakish fatalities","TRUE"
"‘Haters and Losers’","In 2013, Donald Trump extended his best wishes to all, even the 'haters and losers,' via Twitter on the anniversary of 9/11.","9/11, donald trump, election 2016, september 911","TRUE"
"Phony Guard Collects Deposits","Crook posing as security guard places ‘OUT OF ORDER’ sign on bank’s night depository and collects depositors’ money himself.","ASP Article, Bank On It, music","TRUE"
"Big Lame Hunting","Photographs show female hunters posing with the bodies of giraffes they’ve killed.","ASP Article, studio c","TRUE"
"Kenya's 2019 budget speech: do finance minister’s numbers add up? | Africa Check","”To date, 385 public entities have been registered in the portal, and 5,236 contracts published valued at Ksh 146.5 billion.”","economy, GDP, salary, tender","TRUE"
"Marilyn Chambers Ivory Box","Porn star Marilyn Chambers was once pictured on the Ivory Snow box.","ASP Article, pornography","TRUE"
"Is a Maine Crematorium Offering Free Cremations?","A crematorium in Maine offered its services for free to contest winners.","cremation, Downeast Direct Cremation, Nihilist Memes","TRUE"
"Do more than half of all tax filers really pay no federal income tax?","Says '51 percent of federal tax filers paid zero federal income tax.'","Taxes","TRUE"
"Columnist Will correct that initial TARP money did not buy toxic assets","'Congress shoveled $700 billion into the Troubled Assets Relief Program, $325 billion of which has been spent without purchasing any toxic assets.'","Economy,Pundits","TRUE"
"Conservative group claims Hillary Clinton's foundation took millions from foreign governments","'The Clintons' foundation took millions from foreign governments' including United Arab Emirates and Saudi Arabia.","Campaign Finance,Foreign Policy,Negative Campaigning","TRUE"
"Couple Caught Taking Risqué Pictures in Photo Booth","Couple is caught taking risqué pictures in an amusement park photo booth.","ASP Article, Caught In The Act","TRUE"
"Yes, South Africa spends as much on VIP protection & security as on land reform | Africa Check","VIP and security budget mirrors that of land reform","land reform, reader suggestion","TRUE"
"Is Gelatin Made from Horses’ Hooves?","Gelatin is made from the bones, hides, and other parts of animals, including horses.","Odd Ingredients","TRUE"
"Sarah Palin Posed with a ‘Fuc_ You Michael Moore’ Poster?","Photograph shows Sarah Palin posing with a “Fuc_ You Michael Moore” poster.","ASP Article","TRUE"
"Sen. Whitehouse gets it right: CO2 in air at historic levels","'This March, for the first time in human history, the monthly average carbon dioxide in our atmosphere exceeded 400 parts per million. The range had been 170-300 parts per million for hundreds of thousands of years.'","Climate Change,Congress","TRUE"
"Bob and Nancy Strait Robbery","Bob and Nancy Strait, a Tulsa, Oklahoma couple, were beaten and robbed in their home.","ASP Article","TRUE"
"Kate Brown says state is getting huge return on audit spending","Says for every dollar the state spent on audits last year, it delivered $64 in cost savings.","Government Efficiency","TRUE"
"Obama Flag","Photograph shows a U.S. flag bearing an image of Barack Obama flying over a Florida county’s Democratic headquarters","ASP Article, barack obama","TRUE"
"Mitt Romney Transports Dog","Former Massachusetts governor Mitt Romney transported a dog atop his car.","ASP Article, Mitt romney","TRUE"
"FriendGreetings.com Virus","Opening a greeting card from FriendGreetings.com can trigger a software download that will automatically send an e-card to everyone in your address book.","ASP Article, Virus Hoaxes & Realities","TRUE"
"Rick Scott, former healthcare CEO, faces questions about past","Rick Scott 'was forced to resign as the head of a company that pled guilty to massive amounts of systematic fraud, including 14 felonies, leading to a historic $1.7 billion fine.'","Candidate Biography,Health Care","TRUE"
"Donald Trump is against same-sex marriage","Donald Trump is 'against marriage equality. He wants to go back.'","Gays and Lesbians,Marriage","TRUE"
